DatasetID,Variable Name,Data Type,Value
ArgoFloats-synthetic-BGC,profile_bbp470_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_bbp532_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_bbp700_2_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_bbp700_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_bisulfide_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_cdom_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_chla_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_cndc_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_cp660_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_down_irradiance380_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_down_irradiance412_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_down_irradiance443_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_down_irradiance490_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_down_irradiance555_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_down_irradiance665_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_down_irradiance670_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_downwelling_par_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_doxy2_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_doxy3_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_doxy_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_nitrate_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_ph_in_situ_total_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_pres_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_psal_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_temp_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_turbidity_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_up_radiance412_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_up_radiance443_qc,['String'],[nan]
ArgoFloats-synthetic-BGC,profile_up_radiance490_qc,['String'],[nan]
