datasetID,variables
EMSO-AZORES_TCM3-A_2020-2021,EWCT_QC
EMSO-AZORES_TCM3-A_2020-2021,TEMP
EMSO-AZORES_TCM3-A_2020-2021,TEMP_QC
EMSO-AZORES_TCM3-B_2020-2021,latitude
EMSO-AZORES_TCM3-B_2020-2021,longitude
EMSO-AZORES_TCM3-B_2020-2021,depth
EMSO-AZORES_TCM3-B_2020-2021,rowSize
EMSO-AZORES_TCM3-B_2020-2021,time
EMSO-AZORES_TCM3-B_2020-2021,TIME_QC
EMSO-AZORES_TCM3-B_2020-2021,DEPH_QC
EMSO-AZORES_TCM3-B_2020-2021,HCSP
EMSO-AZORES_TCM3-B_2020-2021,HCSP_QC
EMSO-AZORES_TCM3-B_2020-2021,HCDT
EMSO-AZORES_TCM3-B_2020-2021,HCDT_QC
EMSO-AZORES_TCM3-B_2020-2021,NSCT
EMSO-AZORES_TCM3-B_2020-2021,NSCT_QC
EMSO-AZORES_TCM3-B_2020-2021,EWCT
EMSO-AZORES_TCM3-B_2020-2021,EWCT_QC
EMSO-AZORES_TCM3-B_2020-2021,TEMP
EMSO-AZORES_TCM3-B_2020-2021,TEMP_QC
EMSO-AZORES_TCM3-B_2021-2022,latitude
EMSO-AZORES_TCM3-B_2021-2022,longitude
EMSO-AZORES_TCM3-B_2021-2022,depth
EMSO-AZORES_TCM3-B_2021-2022,rowSize
EMSO-AZORES_TCM3-B_2021-2022,time
EMSO-AZORES_TCM3-B_2021-2022,TIME_QC
EMSO-AZORES_TCM3-B_2021-2022,DEPH_QC
EMSO-AZORES_TCM3-B_2021-2022,HCSP
EMSO-AZORES_TCM3-B_2021-2022,HCSP_QC
EMSO-AZORES_TCM3-B_2021-2022,HCDT
EMSO-AZORES_TCM3-B_2021-2022,HCDT_QC
EMSO-AZORES_TCM3-B_2021-2022,NSCT
EMSO-AZORES_TCM3-B_2021-2022,NSCT_QC
EMSO-AZORES_TCM3-B_2021-2022,EWCT
EMSO-AZORES_TCM3-B_2021-2022,EWCT_QC
EMSO-AZORES_TCM3-B_2021-2022,TEMP
EMSO-AZORES_TCM3-B_2021-2022,TEMP_QC
EMSO-AZORES_TCM3-C_2020-2021,latitude
EMSO-AZORES_TCM3-C_2020-2021,longitude
EMSO-AZORES_TCM3-C_2020-2021,depth
EMSO-AZORES_TCM3-C_2020-2021,rowSize
EMSO-AZORES_TCM3-C_2020-2021,time
EMSO-AZORES_TCM3-C_2020-2021,TIME_QC
EMSO-AZORES_TCM3-C_2020-2021,DEPH_QC
EMSO-AZORES_TCM3-C_2020-2021,HCSP
EMSO-AZORES_TCM3-C_2020-2021,HCSP_QC
EMSO-AZORES_TCM3-C_2020-2021,HCDT
EMSO-AZORES_TCM3-C_2020-2021,HCDT_QC
EMSO-AZORES_TCM3-C_2020-2021,NSCT
EMSO-AZORES_TCM3-C_2020-2021,NSCT_QC
EMSO-AZORES_TCM3-C_2020-2021,EWCT
EMSO-AZORES_TCM3-C_2020-2021,EWCT_QC
EMSO-AZORES_TCM3-C_2020-2021,TEMP
EMSO-AZORES_TCM3-C_2020-2021,TEMP_QC
EMSO-AZORES_TCM3-C_2021-2022,latitude
EMSO-AZORES_TCM3-C_2021-2022,longitude
EMSO-AZORES_TCM3-C_2021-2022,depth
EMSO-AZORES_TCM3-C_2021-2022,rowSize
EMSO-AZORES_TCM3-C_2021-2022,time
EMSO-AZORES_TCM3-C_2021-2022,TIME_QC
EMSO-AZORES_TCM3-C_2021-2022,DEPH_QC
EMSO-AZORES_TCM3-C_2021-2022,HCSP
EMSO-AZORES_TCM3-C_2021-2022,HCSP_QC
EMSO-AZORES_TCM3-C_2021-2022,HCDT
EMSO-AZORES_TCM3-C_2021-2022,HCDT_QC
EMSO-AZORES_TCM3-C_2021-2022,NSCT
EMSO-AZORES_TCM3-C_2021-2022,NSCT_QC
EMSO-AZORES_TCM3-C_2021-2022,EWCT
EMSO-AZORES_TCM3-C_2021-2022,EWCT_QC
EMSO-AZORES_TCM3-C_2021-2022,TEMP
EMSO-AZORES_TCM3-C_2021-2022,TEMP_QC
EMSO-AZORES_TCM3-D_2020-2021,latitude
EMSO-AZORES_TCM3-D_2020-2021,longitude
EMSO-AZORES_TCM3-D_2020-2021,depth
EMSO-AZORES_TCM3-D_2020-2021,rowSize
EMSO-AZORES_TCM3-D_2020-2021,time
EMSO-AZORES_TCM3-D_2020-2021,TIME_QC
EMSO-AZORES_TCM3-D_2020-2021,DEPH_QC
EMSO-AZORES_TCM3-D_2020-2021,HCSP
EMSO-AZORES_TCM3-D_2020-2021,HCSP_QC
EMSO-AZORES_TCM3-D_2020-2021,HCDT
EMSO-AZORES_TCM3-D_2020-2021,HCDT_QC
EMSO-AZORES_TCM3-D_2020-2021,NSCT
EMSO-AZORES_TCM3-D_2020-2021,NSCT_QC
EMSO-AZORES_TCM3-D_2020-2021,EWCT
EMSO-AZORES_TCM3-D_2020-2021,EWCT_QC
EMSO-AZORES_TCM3-D_2020-2021,TEMP
EMSO-AZORES_TCM3-D_2020-2021,TEMP_QC
EMSO-AZORES_TCM3-D_2021-2022,latitude
EMSO-AZORES_TCM3-D_2021-2022,longitude
EMSO-AZORES_TCM3-D_2021-2022,depth
EMSO-AZORES_TCM3-D_2021-2022,rowSize
EMSO-AZORES_TCM3-D_2021-2022,time
EMSO-AZORES_TCM3-D_2021-2022,TIME_QC
EMSO-AZORES_TCM3-D_2021-2022,DEPH_QC
EMSO-AZORES_TCM3-D_2021-2022,HCSP
EMSO-AZORES_TCM3-D_2021-2022,HCSP_QC
EMSO-AZORES_TCM3-D_2021-2022,HCDT
EMSO-AZORES_TCM3-D_2021-2022,HCDT_QC
EMSO-AZORES_TCM3-D_2021-2022,NSCT
EMSO-AZORES_TCM3-D_2021-2022,NSCT_QC
EMSO-AZORES_TCM3-D_2021-2022,EWCT
EMSO-AZORES_TCM3-D_2021-2022,EWCT_QC
EMSO-AZORES_TCM3-D_2021-2022,TEMP
EMSO-AZORES_TCM3-D_2021-2022,TEMP_QC
BB_505_ADCP,station_id
BB_505_ADCP,latitude
BB_505_ADCP,longitude
BB_505_ADCP,rowSize
BB_505_ADCP,time
BB_505_ADCP,depth
BB_505_ADCP,CurrVelE_ADCP
BB_505_ADCP,CurrVelN_ADCP
BB_505_ADCP,CurrVelUp_ADCP
BB_505_ADCP,CurrVel_QC
BB_505_ADCP,ECHO_BEAM_1
BB_505_ADCP,ECHO_BEAM_2
BB_505_ADCP,ECHO_BEAM_3
BB_505_ADCP,ECHO_BEAM_4
BB_505_ADCP,ECHO_QC
BB_505_ADCP,TEMP
BB_505_ADCP,TEMP_QC
BB_567_SBE56,latitude
BB_567_SBE56,longitude
BB_567_SBE56,station_id
BB_567_SBE56,rowSize
BB_567_SBE56,time
BB_567_SBE56,depth
BB_567_SBE56,TEMP
BB_567_SBE56,TEMP_QC
BB_584_SBE56,latitude
BB_584_SBE56,longitude
BB_584_SBE56,station_id
BB_584_SBE56,rowSize
BB_584_SBE56,time
BB_584_SBE56,depth
BB_584_SBE56,TEMP
BB_584_SBE56,TEMP_QC
BB_591_SBE56,latitude
BB_591_SBE56,longitude
BB_591_SBE56,station_id
BB_591_SBE56,rowSize
BB_591_SBE56,time
BB_591_SBE56,depth
BB_591_SBE56,TEMP
BB_591_SBE56,TEMP_QC
BB_595_CTD,station_id
BB_595_CTD,latitude
BB_595_CTD,longitude
BB_595_CTD,rowSize
BB_595_CTD,depth
BB_595_CTD,time
BB_595_CTD,sea_water_pressure
BB_595_CTD,sea_water_pressure_QC
BB_595_CTD,TEMP
BB_595_CTD,TEMP_QC
BB_595_CTD,PTEMP
BB_595_CTD,PTEMP_QC
BB_595_CTD,PSAL
BB_595_CTD,PSAL_QC
BB_595_CTD,SIGT
BB_595_CTD,SIGT_QC
BB_595_CTD,DOXY
BB_595_CTD,DOXY_QC
BB_595_CTD,TURB
BB_595_CTD,TURB_QC
FF_644_ADCP,station_id
FF_644_ADCP,latitude
FF_644_ADCP,longitude
FF_644_ADCP,rowSize
FF_644_ADCP,time
FF_644_ADCP,depth
FF_644_ADCP,CurrVelE_ADCP
FF_644_ADCP,CurrVelN_ADCP
FF_644_ADCP,CurrVelUp_ADCP
FF_644_ADCP,CurrVel_QC
FF_644_ADCP,ECHO_BEAM_1
FF_644_ADCP,ECHO_BEAM_2
FF_644_ADCP,ECHO_BEAM_3
FF_644_ADCP,ECHO_BEAM_4
FF_644_ADCP,ECHO_QC
FF_644_ADCP,TEMP
FF_644_ADCP,TEMP_QC
FF_700_SBE56,latitude
FF_700_SBE56,longitude
FF_700_SBE56,station_id
FF_700_SBE56,rowSize
FF_700_SBE56,time
FF_700_SBE56,depth
FF_700_SBE56,TEMP
FF_700_SBE56,TEMP_QC
FF_717_SBE56,latitude
FF_717_SBE56,longitude
FF_717_SBE56,station_id
FF_717_SBE56,rowSize
FF_717_SBE56,time
FF_717_SBE56,depth
FF_717_SBE56,TEMP
FF_717_SBE56,TEMP_QC
FF_734_CTD,station_id
FF_734_CTD,latitude
FF_734_CTD,longitude
FF_734_CTD,rowSize
FF_734_CTD,time
FF_734_CTD,depth
FF_734_CTD,sea_water_pressure
FF_734_CTD,sea_water_pressure_QC
FF_734_CTD,TEMP
FF_734_CTD,TEMP_QC
FF_734_CTD,PTEMP
FF_734_CTD,PTEMP_QC
FF_734_CTD,PSAL
FF_734_CTD,PSAL_QC
FF_734_CTD,SIGT
FF_734_CTD,SIGT_QC
FF_734_CTD,DOXY
FF_734_CTD,DOXY_QC
FF_734_CTD,TURB
FF_734_CTD,TURB_QC
Emso_Ligure_Dyfamed_FCO2TW,depth
Emso_Ligure_Dyfamed_FCO2TW,rowSize
Emso_Ligure_Dyfamed_FCO2TW,time
Emso_Ligure_Dyfamed_FCO2TW,TIME_QC
Emso_Ligure_Dyfamed_FCO2TW,latitude
Emso_Ligure_Dyfamed_FCO2TW,longitude
Emso_Ligure_Dyfamed_FCO2TW,DC_REFERENCE
Emso_Ligure_Dyfamed_FCO2TW,DEPH_QC
Emso_Ligure_Dyfamed_FCO2TW,DEPH_DM
Emso_Ligure_Dyfamed_FCO2TW,WSPD
Emso_Ligure_Dyfamed_FCO2TW,WSPD_QC
Emso_Ligure_Dyfamed_FCO2TW,WSPD_DM
Emso_Ligure_Dyfamed_FCO2TW,ATMP
Emso_Ligure_Dyfamed_FCO2TW,ATMP_QC
Emso_Ligure_Dyfamed_FCO2TW,ATMP_DM
Emso_Ligure_Dyfamed_FCO2TW,FCO2
Emso_Ligure_Dyfamed_FCO2TW,FCO2_QC
Emso_Ligure_Dyfamed_FCO2TW,FCO2_DM
Emso_Ligure_Dyfamed_FCO2TW,TEMP
Emso_Ligure_Dyfamed_FCO2TW,TEMP_QC
Emso_Ligure_Dyfamed_FCO2TW,TEMP_DM
Emso_Ligure_Dyfamed_TSCTD,depth
Emso_Ligure_Dyfamed_TSCTD,PRES
Emso_Ligure_Dyfamed_TSCTD,rowSize
Emso_Ligure_Dyfamed_TSCTD,time
Emso_Ligure_Dyfamed_TSCTD,latitude
Emso_Ligure_Dyfamed_TSCTD,longitude
Emso_Ligure_Dyfamed_TSCTD,TEMP
Emso_Ligure_Dyfamed_TSCTD,TEMP_QC
Emso_Ligure_Dyfamed_TSCTD,PRES_QC
Emso_Ligure_Dyfamed_TSCTD,DOX2
Emso_Ligure_Dyfamed_TSCTD,DOX2_QC
Emso_Ligure_Dyfamed_TSCTD,PSAL
Emso_Ligure_Dyfamed_TSCTD,PSAL_QC
Emso_Ligure_Dyfamed_TSCTD,EWCT
Emso_Ligure_Dyfamed_TSCTD,EWCT_QC
Emso_Ligure_Dyfamed_TSCTD,HCSP
Emso_Ligure_Dyfamed_TSCTD,HCSP_QC
Emso_Ligure_Dyfamed_TSCTD,HCDT
Emso_Ligure_Dyfamed_TSCTD,HCDT_QC
Emso_Ligure_Dyfamed_TScurrents,depth
Emso_Ligure_Dyfamed_TScurrents,rowSize
Emso_Ligure_Dyfamed_TScurrents,time
Emso_Ligure_Dyfamed_TScurrents,latitude
Emso_Ligure_Dyfamed_TScurrents,longitude
Emso_Ligure_Dyfamed_TScurrents,TEMP
Emso_Ligure_Dyfamed_TScurrents,TEMP_QC
Emso_Ligure_Dyfamed_TScurrents,PRES
Emso_Ligure_Dyfamed_TScurrents,PRES_QC
Emso_Ligure_Dyfamed_TScurrents,HCSP
Emso_Ligure_Dyfamed_TScurrents,HCSP_QC
Emso_Ligure_Dyfamed_TScurrents,HCDT
Emso_Ligure_Dyfamed_TScurrents,HCDT_QC
Emso_Ligure_Dyfamed_SedimentTrap,depth
Emso_Ligure_Dyfamed_SedimentTrap,rowSize
Emso_Ligure_Dyfamed_SedimentTrap,time
Emso_Ligure_Dyfamed_SedimentTrap,latitude
Emso_Ligure_Dyfamed_SedimentTrap,longitude
Emso_Ligure_Dyfamed_SedimentTrap,TCCF
Emso_Ligure_Dyfamed_SedimentTrap,TCCF_QC
Emso_Ligure_Dyfamed_SedimentTrap,TNNF
Emso_Ligure_Dyfamed_SedimentTrap,TNNF_QC
Emso_Ligure_Dyfamed_SedimentTrap,POCF
Emso_Ligure_Dyfamed_SedimentTrap,POCF_QC
Emso_Ligure_Dyfamed_SedimentTrap,TSMF
Emso_Ligure_Dyfamed_SedimentTrap,TSMF_QC
Emso_Ligure_Dyfamed_TSO2,time
Emso_Ligure_Dyfamed_TSO2,longitude
Emso_Ligure_Dyfamed_TSO2,latitude
Emso_Ligure_Dyfamed_TSO2,PRES
Emso_Ligure_Dyfamed_TSO2,TEMP
Emso_Ligure_Dyfamed_TSO2,PSAL
Emso_Ligure_Dyfamed_TSO2,DOXY
Emso_Ligure_Dyfamed_TSO2,TIME_QC
Emso_Ligure_Dyfamed_TSO2,POSITION_QC
Emso_Ligure_Dyfamed_TSO2,PRES_QC
Emso_Ligure_Dyfamed_TSO2,TEMP_QC
Emso_Ligure_Dyfamed_TSO2,PSAL_QC
Emso_Ligure_Dyfamed_TSO2,DOXY_QC
Emso_Ligure_Dyfamed_TSOF,depth
Emso_Ligure_Dyfamed_TSOF,rowSize
Emso_Ligure_Dyfamed_TSOF,time
Emso_Ligure_Dyfamed_TSOF,latitude
Emso_Ligure_Dyfamed_TSOF,longitude
Emso_Ligure_Dyfamed_TSOF,PRES
Emso_Ligure_Dyfamed_TSOF,PRES_QC
Emso_Ligure_Dyfamed_TSOF,PSAL
Emso_Ligure_Dyfamed_TSOF,PSAL_QC
Emso_Ligure_Dyfamed_TSOF,TEMP
Emso_Ligure_Dyfamed_TSOF,TEMP_QC
Emso_Ligure_Dyfamed_TSOF,DOX1
Emso_Ligure_Dyfamed_TSOF,DOX1_QC
Emso_Ligure_Dyfamed_TSOF,FLUO
Emso_Ligure_Dyfamed_TSOF,FLUO_QC
Emso_Ligure_Dyfamed_TSOF,DOX2
Emso_Ligure_Dyfamed_TSOF,DOX2_QC
Emso_Ligure_Dyfamed_TSOF,FLU2
Emso_Ligure_Dyfamed_TSOF,FLU2_QC
Emso_Ligure_Dyfamed_TSOF,OSAT
Emso_Ligure_Dyfamed_TSOF,OSAT_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,stationname
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,latitude
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,longitude
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,rowSize
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,time
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,TIME_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,DEPH
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,TEMP
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,TEMP_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,PRES
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,PRES_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,RFVL_X
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,RFVL_Y
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,LRZA
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,XYZ_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,HEAD
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,HEAD_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,Pitch
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,Pitch_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,ROLL
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,ROLL_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,SVEL
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,SVEL_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,HCSP
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,HCSP_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,Direction
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,Direction_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,Amplitude_X
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,Amplitude_Y
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,Amplitude_Z
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,Amplitude_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,Battery
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,Battery_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,stationname
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,latitude
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,longitude
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,rowSize
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,time
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,TIME_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,DEPH
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,TEMP
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,TEMP_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,PRES
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,PRES_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,RFVL_X
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,RFVL_Y
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,LRZA
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,XYZ_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,HEAD
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,HEAD_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,Pitch
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,Pitch_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,ROLL
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,ROLL_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,SVEL
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,SVEL_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,HCSP
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,HCSP_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,Direction
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,Direction_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,stationname
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,latitude
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,longitude
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,rowSize
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,DEPH
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,time
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,TIME_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,RFVL_X
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,RFVL_Y
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,LRZA
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,XYZ_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,Amplitude_X
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,Amplitude_Y
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,Amplitude_Z
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,Amplitude_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,Battery
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,Battery_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,HEAD
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,HEAD_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,Pitch
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,Pitch_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,ROLL
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,ROLL_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,PRES
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,PRES_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,TEMP
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,TEMP_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,SVEL
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,SVEL_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,HCSP
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,HCSP_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,Direction
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,Direction_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,stationname
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,latitude
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,longitude
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,rowSize
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,DEPH
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,time
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,TIME_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,RFVL_X
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,RFVL_Y
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,LRZA
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,XYZ_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,Amplitude_X
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,Amplitude_Y
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,Amplitude_Z
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,Amplitude_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,Battery
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,Battery_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,HEAD
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,HEAD_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,Pitch
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,Pitch_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,ROLL
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,ROLL_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,PRES
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,PRES_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,TEMP
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,TEMP_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,SVEL
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,SVEL_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,HCSP
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,HCSP_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,Direction
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,Direction_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,stationname
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,latitude
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,longitude
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,rowSize
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,DEPH
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,time
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,TIME_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,RFVL_X
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,RFVL_Y
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,LRZA
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,XYZ_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,Amplitude_X
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,Amplitude_Y
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,Amplitude_Z
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,Amplitude_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,Battery
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,Battery_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,HEAD
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,HEAD_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,Pitch
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,Pitch_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,ROLL
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,ROLL_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,PRES
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,PRES_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,TEMP
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,TEMP_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,SVEL
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,SVEL_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,HCSP
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,HCSP_QC
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,Direction
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,Direction_QC
