DatasetID,Variable Name,Data Type,Value
OS_ESTOC_2017_D_CTD_FixO3-2-surface,depth,['float'],"['nValues=1, onlyValue=1.0']"
OS_ESTOC_2017_D_CTD_FixO3-2-surface,time,['double'],"['nValues=12032, evenlySpaced=false, averageSpacing=15m 0s']"
OS_ESTOC_2017_D_FLNTU_FixO3-surface,depth,['float'],"['nValues=1, onlyValue=1.5']"
OS_ESTOC_2017_D_FLNTU_FixO3-surface,time,['double'],"['nValues=56871, evenlySpaced=true, averageSpacing=13m 20s']"
OS_ESTOC_2017_D_SST-PSAL-DOXI-DOXITEMP-CPHL-TURB_FixO3-surface,depth,['float'],"['nValues=1, onlyValue=1.5']"
OS_ESTOC_2017_D_SST-PSAL-DOXI-DOXITEMP-CPHL-TURB_FixO3-surface,time,['double'],"['nValues=15939, evenlySpaced=true, averageSpacing=15m 0s']"
OS_ESTOC_2017_D_buoy-ocean-1,depth,['float'],"['nValues=1, onlyValue=-1.0']"
OS_ESTOC_2017_D_buoy-ocean-1,time,['double'],"['nValues=3935, evenlySpaced=false, averageSpacing=1h 0m 20s']"
OS_ESTOC_2017_D_buoy-ocean-2,depth,['float'],"['nValues=1, onlyValue=-1.0']"
OS_ESTOC_2017_D_buoy-ocean-2,time,['double'],"['nValues=3935, evenlySpaced=false, averageSpacing=1h 0m 20s']"
OS_ESTOC_201805_D_ADCP_FixO3_1mdownward,depth,['float'],"['nValues=16, evenlySpaced=true, averageSpacing=-5.0']"
OS_ESTOC_201805_D_ADCP_FixO3_1mdownward,time,['double'],"['nValues=6714, evenlySpaced=false, averageSpacing=1h 0m 0s']"
OS_ESTOC_201805_D_ADCP_FixO3_80mUpward,depth,['float'],"['nValues=16, evenlySpaced=true, averageSpacing=5.0']"
OS_ESTOC_201805_D_ADCP_FixO3_80mUpward,time,['double'],"['nValues=6714, evenlySpaced=false, averageSpacing=1h 0m 0s']"
OS_ESTOC_201805_D_CTD-DO-EMSO-150m,depth,['float'],"['nValues=1, onlyValue=150.0']"
OS_ESTOC_201805_D_CTD-DO-EMSO-150m,time,['double'],"['nValues=8367, evenlySpaced=false, averageSpacing=18m 19s']"
OS_ESTOC_201805_D_CTD-DO_FixO3-150m,depth,['float'],"['nValues=1, onlyValue=150.0']"
OS_ESTOC_201805_D_CTD-DO_FixO3-150m,time,['double'],"['nValues=8367, evenlySpaced=false, averageSpacing=18m 19s']"
OS_ESTOC_201805_D_CTD-FixO3-1600m,depth,['float'],"['nValues=1, onlyValue=1600.0']"
OS_ESTOC_201805_D_CTD-FixO3-1600m,time,['double'],"['nValues=26961, evenlySpaced=false, averageSpacing=15m 0s']"
OS_ESTOC_201805_D_Currentmeter_FixO3-150m,time,['double'],"['nValues=13429, evenlySpaced=true, averageSpacing=30m 0s']"
OS_ESTOC_2018_D_CTD_FixO3-2-surface,depth,['float'],"['nValues=1, onlyValue=1.0']"
OS_ESTOC_2018_D_CTD_FixO3-2-surface,time,['double'],"['nValues=7190, evenlySpaced=false, averageSpacing=1h 10m 52s']"
OS_ESTOC_2018_D_SST-PSAL-DOXI-DOXITEMP-CPHL-TURB_EMSO-surface,depth,['float'],"['nValues=1, onlyValue=1.5']"
OS_ESTOC_2018_D_SST-PSAL-DOXI-DOXITEMP-CPHL-TURB_EMSO-surface,time,['double'],"['nValues=6681, evenlySpaced=true, averageSpacing=1h 0m 0s']"
OS_ESTOC_2018_D_pCO2_EMSO-surface,depth,['float'],"['nValues=1, onlyValue=1.5']"
OS_ESTOC_2018_D_pCO2_EMSO-surface,time,['double'],"['nValues=1113, evenlySpaced=false, averageSpacing=6h 0m 19s']"
OS_ESTOC_2018_D_pH_EMSO-surface,depth,['float'],"['nValues=1, onlyValue=1.5']"
OS_ESTOC_2018_D_pH_EMSO-surface,time,['double'],"['nValues=1079, evenlySpaced=false, averageSpacing=5h 59m 59s']"
OS_ESTOC_201902_D_ADCP_EMSO_80mUpward,depth,['float'],"['nValues=16, evenlySpaced=true, averageSpacing=5.0']"
OS_ESTOC_201902_D_ADCP_EMSO_80mUpward,time,['double'],"['nValues=6783, evenlySpaced=false, averageSpacing=1h 0m 0s']"
OS_ESTOC_201902_D_CTD-DO-EMSO-150m,depth,['float'],"['nValues=1, onlyValue=150.0']"
OS_ESTOC_201902_D_CTD-DO-EMSO-150m,time,['double'],"['nValues=26995, evenlySpaced=false, averageSpacing=15m 0s']"
OS_ESTOC_201902_D_CTD-DO-EMSO-80m,depth,['float'],"['nValues=1, onlyValue=-80.0']"
OS_ESTOC_201902_D_CTD-DO-EMSO-80m,time,['double'],"['nValues=26995, evenlySpaced=false, averageSpacing=15m 0s']"
OS_ESTOC_201902_D_Currentmeter_EMSO_150m,depth,['float'],"['nValues=1, onlyValue=150.0']"
OS_ESTOC_201902_D_Currentmeter_EMSO_150m,time,['double'],"['nValues=27141, evenlySpaced=true, averageSpacing=15m 0s']"
OS_ESTOC_2019_D_EMSO-1-surface,depth,['float'],"['nValues=1, onlyValue=-0.5']"
OS_ESTOC_2019_D_EMSO-1-surface,time,['double'],"['nValues=251, evenlySpaced=false, averageSpacing=1h 1m 26s']"
OS_ESTOC_2019_D_EMSO-2-surface,depth,['float'],"['nValues=1, onlyValue=-0.5']"
OS_ESTOC_2019_D_EMSO-2-surface,time,['double'],"['nValues=6600, evenlySpaced=false, averageSpacing=1h 1m 21s']"
OS_ESTOC_2019_D_EMSO_SST-PSAL-DOXI-DOXITEMP-CPHL-TURB_surface,depth,['float'],"['nValues=1, onlyValue=1.5']"
OS_ESTOC_2019_D_EMSO_SST-PSAL-DOXI-DOXITEMP-CPHL-TURB_surface,time,['double'],"['nValues=27149, evenlySpaced=false, averageSpacing=15m 0s']"
OS_ESTOC_2019_D_pH_EMSO-surface,depth,['float'],"['nValues=1, onlyValue=1.5']"
OS_ESTOC_2019_D_pH_EMSO-surface,time,['double'],"['nValues=1067, evenlySpaced=false, averageSpacing=6h 21m 37s']"
OS_ESTOC_PLOCAN_2003-2008_D_ANIMATE-MERSEA,depth,['float'],"['nValues=1, onlyValue=3.0']"
OS_ESTOC_PLOCAN_2003-2008_D_ANIMATE-MERSEA,time,['double'],"['nValues=14499, evenlySpaced=false, averageSpacing=3h 2m 18s']"
