datasetID,accessible,institution,dataStructure,cdm_data_type,class,title,minLongitude (degrees_east),maxLongitude (degrees_east),longitudeSpacing (degrees_east),minLatitude (degrees_north),maxLatitude (degrees_north),latitudeSpacing (degrees_north),minAltitude (m),maxAltitude (m),minTime (UTC),maxTime (UTC),timeSpacing (seconds),griddap,subset,tabledap,MakeAGraph,sos,wcs,wms,files,fgdc,iso19115,metadata,sourceUrl,infoUrl,rss,email,testOutOfDate,outOfDate,summary
allDatasets,public,Axiom Docker Install,table,Other,EDDTableFromAllDatasets,* The List of All Active Datasets in this ERDDAP *,,,,,,,,,,,,,https://erddap.emso.eu/erddap/tabledap/allDatasets.subset,https://erddap.emso.eu/erddap/tabledap/allDatasets,https://erddap.emso.eu/erddap/tabledap/allDatasets.graph,,,,,,,https://erddap.emso.eu/erddap/info/allDatasets/index,https://localhost:8443/erddap,https://erddap.emso.eu/erddap,https://erddap.emso.eu/erddap/rss/allDatasets.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=allDatasets&showErrors=false&email=,,,This dataset is a table which has a row of information for each dataset currently active in this ERDDAP.
EMSO_OBSEA_Buoy_Airmar_150WX_30min,public,Polytechnic University of Catalonia,table,Point,EDDTableFromErddap,Atmospheric data from an Airmar 150WX weather station at OBSEA Buoy (30min average),1.75257,1.75257,,41.18212,41.18212,,-0.0,-0.0,2011-10-06T11:00:00Z,2021-12-08T23:30:00Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_Buoy_Airmar_150WX_30min.subset,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_Buoy_Airmar_150WX_30min,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_Buoy_Airmar_150WX_30min.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO_OBSEA_Buoy_Airmar_150WX_30min_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO_OBSEA_Buoy_Airmar_150WX_30min_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO_OBSEA_Buoy_Airmar_150WX_30min/index,(local files),https://edmo.seadatanet.org/report/2150,https://erddap.emso.eu/erddap/rss/EMSO_OBSEA_Buoy_Airmar_150WX_30min.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO_OBSEA_Buoy_Airmar_150WX_30min&showErrors=false&email=,,,Atmospheric data collected by an Airmar 150WX weather station at OBSEA Buoy averaged every 30min
EMSO_OBSEA_CTD_30min,public,Polytechnic University of Catalonia,table,Point,EDDTableFromErddap,CTD data at OBSEA Underwater Observatory (30min average),1.75257,1.75257,,41.18212,41.18212,,-20.0,-20.0,2009-05-29T18:30:00Z,2024-12-16T13:30:00Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_CTD_30min.subset,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_CTD_30min,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_CTD_30min.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO_OBSEA_CTD_30min_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO_OBSEA_CTD_30min_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO_OBSEA_CTD_30min/index,(local files),https://edmo.seadatanet.org/report/2150,https://erddap.emso.eu/erddap/rss/EMSO_OBSEA_CTD_30min.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO_OBSEA_CTD_30min&showErrors=false&email=,,,CTD data measured at OBSEA underwater observatory
EMSO_OBSEA_CTD_full,public,Polytechnic University of Catalonia,table,Point,EDDTableFromErddap,CTD data at OBSEA Underwater Observatory (full data),1.75257,1.75257,,41.18212,41.18212,,-20.0,-20.0,2009-05-29T18:35:42Z,2024-12-16T14:29:54Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_CTD_full.subset,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_CTD_full,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_CTD_full.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO_OBSEA_CTD_full_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO_OBSEA_CTD_full_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO_OBSEA_CTD_full/index,(local files),https://edmo.seadatanet.org/report/2150,https://erddap.emso.eu/erddap/rss/EMSO_OBSEA_CTD_full.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO_OBSEA_CTD_full&showErrors=false&email=,,,CTD data measured at OBSEA underwater observatory full data
EMSO_OBSEA_CTD_SBE37SI_UNCERT_full,public,Polytechnic University of Catalonia,table,Point,EDDTableFromErddap,CTD data at OBSEA Underwater Observatory (full data),1.75257,1.75257,,41.18212,41.18212,,-20.0,-20.0,2025-01-22T10:04:50Z,2025-05-08T06:35:45Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_CTD_SBE37SI_UNCERT_full.subset,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_CTD_SBE37SI_UNCERT_full,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_CTD_SBE37SI_UNCERT_full.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO_OBSEA_CTD_SBE37SI_UNCERT_full_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO_OBSEA_CTD_SBE37SI_UNCERT_full_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO_OBSEA_CTD_SBE37SI_UNCERT_full/index,(local files),https://edmo.seadatanet.org/report/2150,https://erddap.emso.eu/erddap/rss/EMSO_OBSEA_CTD_SBE37SI_UNCERT_full.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO_OBSEA_CTD_SBE37SI_UNCERT_full&showErrors=false&email=,,,CTD data measured at OBSEA underwater observatory full data
EMSO_OBSEA_AWAC_currents_30min,public,Polytechnic University of Catalonia,table,Point,EDDTableFromErddap,Current data from an AWAC-AST 1 MHz ADCP at OBSEA (30min average),1.75257,1.75257,,41.18212,41.18212,,-0.0,-19.0,2010-04-08T10:30:00Z,2023-12-22T03:30:00Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_AWAC_currents_30min.subset,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_AWAC_currents_30min,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_AWAC_currents_30min.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO_OBSEA_AWAC_currents_30min_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO_OBSEA_AWAC_currents_30min_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO_OBSEA_AWAC_currents_30min/index,(local files),https://edmo.seadatanet.org/report/2150,https://erddap.emso.eu/erddap/rss/EMSO_OBSEA_AWAC_currents_30min.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO_OBSEA_AWAC_currents_30min&showErrors=false&email=,,,Current data collected and processed by an AWAC-SN5931-AST 1 MHz at OBSEA (30min average)
EMSO_OBSEA_AWAC_currents_full,public,Polytechnic University of Catalonia,table,Point,EDDTableFromErddap,Current data from an AWAC-AST 1 MHz ADCP at OBSEA (full data),1.75257,1.75257,,41.18212,41.18212,,-0.0,-19.0,2010-04-08T10:29:46Z,2024-12-16T14:06:12Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_AWAC_currents_full.subset,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_AWAC_currents_full,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_AWAC_currents_full.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO_OBSEA_AWAC_currents_full_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO_OBSEA_AWAC_currents_full_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO_OBSEA_AWAC_currents_full/index,(local files),https://edmo.seadatanet.org/report/2150,https://erddap.emso.eu/erddap/rss/EMSO_OBSEA_AWAC_currents_full.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO_OBSEA_AWAC_currents_full&showErrors=false&email=,,,Current data collected and processed by an AWAC-SN5931-AST 1 MHz at OBSEA (full data)
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,public,Polytechnic University of Catalonia,table,Point,EDDTableFromErddap,Data from Airmar 200 WX weather station deployed at OBSEA's Besos Buoy (30min average),1.75257,1.75257,,41.18212,41.18212,,-0.0,-0.0,2022-08-02T10:00:00Z,2024-08-29T11:00:00Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min.subset,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min/index,(local files),https://edmo.seadatanet.org/report/2150,https://erddap.emso.eu/erddap/rss/EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min&showErrors=false&email=,,,"Weather station from  an Airmar 200WX deployed at OBSEA's Besos Buoy, NW mediterranean sea"
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,public,Polytechnic University of Catalonia,table,Point,EDDTableFromErddap,Data from Airmar 200 WX weather station deployed at OBSEA's Besos Buoy (full data),1.75257,1.75257,,41.18212,41.18212,,-0.0,-0.0,2022-08-02T10:29:20Z,2024-08-29T11:16:50Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full.subset,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,https://erddap.emso.eu/erddap/tabledap/EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full/index,(local files),https://edmo.seadatanet.org/report/2150,https://erddap.emso.eu/erddap/rss/EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full&showErrors=false&email=,,,"Weather station from  an Airmar 200WX deployed at OBSEA's Besos Buoy, NW mediterranean sea full sensor data"
OS_ESTOC_2014_D_pH_FixO3-surface,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm carbon-system, OS ESTOC 2014 D pH FixO3-surface (OceanSITES ESTOC in-situ data.)",,,,,,,-1.5,-1.5,2014-06-03T07:37:55Z,2014-10-22T19:04:48Z,40881.64816053496,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_2014_D_pH_FixO3-surface,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_2014_D_pH_FixO3-surface.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC_2014_D_pH_FixO3-surface/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_ocean/dm_carbon-system/OS_ESTOC_2014_D_pH_FixO3-surface.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC_2014_D_pH_FixO3-surface.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC_2014_D_pH_FixO3-surface&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC_2015_D_pH_FixO3-surface-1,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm carbon-system, OS ESTOC 2015 D pH FixO3-surface-1 (OceanSITES ESTOC in-situ data.)",,,,,,,-1.5,-1.5,2015-05-19T12:02:52Z,2015-09-24T00:05:45Z,50765.77327188918,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_2015_D_pH_FixO3-surface-1,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_2015_D_pH_FixO3-surface-1.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC_2015_D_pH_FixO3-surface-1/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_ocean/dm_carbon-system/OS_ESTOC_2015_D_pH_FixO3-surface-1.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC_2015_D_pH_FixO3-surface-1.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC_2015_D_pH_FixO3-surface-1&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC_2015_D_pH_FixO3-surface-2,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm carbon-system, OS ESTOC 2015 D pH FixO3-surface-2 (OceanSITES ESTOC in-situ data.)",,,,,,,-1.5,-1.5,2015-10-24T12:02:52Z,2016-06-07T12:05:45Z,57685.21411764692,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_2015_D_pH_FixO3-surface-2,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_2015_D_pH_FixO3-surface-2.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC_2015_D_pH_FixO3-surface-2/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_ocean/dm_carbon-system/OS_ESTOC_2015_D_pH_FixO3-surface-2.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC_2015_D_pH_FixO3-surface-2.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC_2015_D_pH_FixO3-surface-2&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC_2016_D_buoy-ocean-1,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm carbon-system, OS ESTOC 2016 D buoy-ocean-1 (OceanSITES ESTOC in-situ data.)",,,,,,,1.0,1.0,2016-10-10T20:59:44Z,2016-10-20T12:00:00Z,3584.549357758514,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_2016_D_buoy-ocean-1,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_2016_D_buoy-ocean-1.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC_2016_D_buoy-ocean-1/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_ocean/dm_carbon-system/OS_ESTOC_2016_D_buoy-ocean-1.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC_2016_D_buoy-ocean-1.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC_2016_D_buoy-ocean-1&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC_2016_D_buoy-ocean-2,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm carbon-system, OS ESTOC 2016 D buoy-ocean-2 (OceanSITES ESTOC in-situ data.)",,,,,,,1.0,1.0,2016-10-12T00:00:29Z,2016-12-06T12:00:00Z,3629.9546139289,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_2016_D_buoy-ocean-2,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_2016_D_buoy-ocean-2.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC_2016_D_buoy-ocean-2/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_ocean/dm_carbon-system/OS_ESTOC_2016_D_buoy-ocean-2.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC_2016_D_buoy-ocean-2.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC_2016_D_buoy-ocean-2&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC_2017_D_buoy-ocean-1,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm carbon-system, OS ESTOC 2017 D buoy-ocean-1 (OceanSITES ESTOC in-situ data.)",,,,,,,1.0,1.0,2017-04-15T16:00:20Z,2017-09-27T12:00:00Z,3620.127064819498,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_2017_D_buoy-ocean-1,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_2017_D_buoy-ocean-1.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC_2017_D_buoy-ocean-1/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_ocean/dm_carbon-system/OS_ESTOC_2017_D_buoy-ocean-1.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC_2017_D_buoy-ocean-1.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC_2017_D_buoy-ocean-1&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC_2017_D_buoy-ocean-2,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm carbon-system, OS ESTOC 2017 D buoy-ocean-2 (OceanSITES ESTOC in-situ data.)",,,,,,,1.0,1.0,2017-04-15T16:00:20Z,2017-09-27T12:00:00Z,3620.127064819498,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_2017_D_buoy-ocean-2,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_2017_D_buoy-ocean-2.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC_2017_D_buoy-ocean-2/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_ocean/dm_carbon-system/OS_ESTOC_2017_D_buoy-ocean-2.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC_2017_D_buoy-ocean-2.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC_2017_D_buoy-ocean-2&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC_201704_D_PCO2_FixO3-surface,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm carbon-system, OS ESTOC 201704 D PCO2 FixO3-surface (OceanSITES ESTOC in-situ data.)",,,,,,,-1.5,-1.5,2017-04-14T18:00:00Z,2017-09-27T12:00:00Z,21632.62839879154,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_201704_D_PCO2_FixO3-surface,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_201704_D_PCO2_FixO3-surface.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC_201704_D_PCO2_FixO3-surface/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_ocean/dm_carbon-system/OS_ESTOC_201704_D_PCO2_FixO3-surface.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC_201704_D_PCO2_FixO3-surface.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC_201704_D_PCO2_FixO3-surface&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC_201704_D_pH_FixO3-surface,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm carbon-system, OS ESTOC 201704 D pH FixO3-surface (OceanSITES ESTOC in-situ data.)",,,,,,,-1.5,-1.5,2017-04-14T17:57:00Z,2017-06-07T11:56:59Z,22220.095674641398,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_201704_D_pH_FixO3-surface,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_201704_D_pH_FixO3-surface.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC_201704_D_pH_FixO3-surface/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_ocean/dm_carbon-system/OS_ESTOC_201704_D_pH_FixO3-surface.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC_201704_D_pH_FixO3-surface.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC_201704_D_pH_FixO3-surface&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC_201709_D_pCO2_FixO3-surface,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm carbon-system, OS ESTOC 201709 D pCO2 FixO3-surface (OceanSITES ESTOC in-situ data.)",,,,,,,-1.5,-1.5,2017-09-26T18:00:01Z,2017-12-28T06:00:00Z,23644.967449703865,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_201709_D_pCO2_FixO3-surface,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_201709_D_pCO2_FixO3-surface.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC_201709_D_pCO2_FixO3-surface/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_ocean/dm_carbon-system/OS_ESTOC_201709_D_pCO2_FixO3-surface.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC_201709_D_pCO2_FixO3-surface.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC_201709_D_pCO2_FixO3-surface&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
