datasetID,accessible,institution,dataStructure,cdm_data_type,class,title,minLongitude (degrees_east),maxLongitude (degrees_east),longitudeSpacing (degrees_east),minLatitude (degrees_north),maxLatitude (degrees_north),latitudeSpacing (degrees_north),minAltitude (m),maxAltitude (m),minTime (UTC),maxTime (UTC),timeSpacing (seconds),griddap,subset,tabledap,MakeAGraph,sos,wcs,wms,files,fgdc,iso19115,metadata,sourceUrl,infoUrl,rss,email,testOutOfDate,outOfDate,summary
OS_ESTOC_201902_D_ADCP_EMSO_80mUpward,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm currents, OS ESTOC 201902 D ADCP EMSO 80mUpward (OceanSITES ESTOC in-situ data.) [TIME][DEPTH]",,,,,,,-6.0,-81.0,2019-02-24T18:00:00Z,2019-12-04T08:00:55Z,3600.008238277791,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_201902_D_ADCP_EMSO_80mUpward,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_201902_D_ADCP_EMSO_80mUpward.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC_201902_D_ADCP_EMSO_80mUpward/index,http://data.plocan.eu/thredds/dodsC/estoc/mooring-watercolumn/dm_currents/OS_ESTOC_201902_D_ADCP_EMSO_80mUpward.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC_201902_D_ADCP_EMSO_80mUpward.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC_201902_D_ADCP_EMSO_80mUpward&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC_201902_D_Currentmeter_EMSO_150m,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm currents, OS ESTOC 201902 D Currentmeter EMSO 150m (OceanSITES ESTOC in-situ data.)",,,,,,,-150.0,-150.0,2019-02-24T15:00:00Z,2019-12-04T08:00:00Z,900.0,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_201902_D_Currentmeter_EMSO_150m,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_201902_D_Currentmeter_EMSO_150m.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC_201902_D_Currentmeter_EMSO_150m/index,http://data.plocan.eu/thredds/dodsC/estoc/mooring-watercolumn/dm_currents/OS_ESTOC_201902_D_Currentmeter_EMSO_150m.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC_201902_D_Currentmeter_EMSO_150m.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC_201902_D_Currentmeter_EMSO_150m&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC_PLOCAN_2003-2008_D_ANIMATE-MERSEA,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm meteo, OS ESTOC PLOCAN 2003-2008 D ANIMATE-MERSEA (OceanSITES ESTOC in-situ data.)",,,,,,,-3.0,-3.0,2003-04-07T02:02:17Z,2008-04-15T12:00:00Z,10938.050906883707,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_PLOCAN_2003-2008_D_ANIMATE-MERSEA,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC_PLOCAN_2003-2008_D_ANIMATE-MERSEA.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC_PLOCAN_2003-2008_D_ANIMATE-MERSEA/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_meteo/OS_ESTOC_PLOCAN_2003-2008_D_ANIMATE-MERSEA.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC_PLOCAN_2003-2008_D_ANIMATE-MERSEA.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC_PLOCAN_2003-2008_D_ANIMATE-MERSEA&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC-PLOCAN_2014_D_EuroSITES,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm meteo, OS ESTOC-PLOCAN 2014 D EuroSITES (OceanSITES ESTOC in-situ data.)",,,,,,,-3.0,-3.0,2014-06-02T05:28:39Z,2014-12-22T13:59:59Z,19719.28242424228,https://erddap.emso.eu/erddap/griddap/OS_ESTOC-PLOCAN_2014_D_EuroSITES,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC-PLOCAN_2014_D_EuroSITES.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC-PLOCAN_2014_D_EuroSITES/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_meteo/OS_ESTOC-PLOCAN_2014_D_EuroSITES.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC-PLOCAN_2014_D_EuroSITES.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC-PLOCAN_2014_D_EuroSITES&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC-PLOCAN_2014_D_FIXO3,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm meteo, OS ESTOC-PLOCAN 2014 D FIXO3 (OceanSITES ESTOC in-situ data.)",,,,,,,,,2014-06-02T15:28:07Z,2014-12-22T14:09:22Z,3604.208642137749,https://erddap.emso.eu/erddap/griddap/OS_ESTOC-PLOCAN_2014_D_FIXO3,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC-PLOCAN_2014_D_FIXO3.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC-PLOCAN_2014_D_FIXO3/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_meteo/OS_ESTOC-PLOCAN_2014_D_FIXO3.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC-PLOCAN_2014_D_FIXO3.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC-PLOCAN_2014_D_FIXO3&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC-PLOCAN_2015_D_FIXO3,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm meteo, OS ESTOC-PLOCAN 2015 D FIXO3 (OceanSITES ESTOC in-situ data.)",,,,,,,,,2015-05-19T14:09:22Z,2015-09-25T08:00:56Z,600.0050539942748,https://erddap.emso.eu/erddap/griddap/OS_ESTOC-PLOCAN_2015_D_FIXO3,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC-PLOCAN_2015_D_FIXO3.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC-PLOCAN_2015_D_FIXO3/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_meteo/OS_ESTOC-PLOCAN_2015_D_FIXO3.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC-PLOCAN_2015_D_FIXO3.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC-PLOCAN_2015_D_FIXO3&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC-PLOCAN_2015-2016_D-FIXO3,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm meteo, OS ESTOC-PLOCAN 2015-2016 D-FIXO3 (OceanSITES ESTOC in-situ data.)",,,,,,,-3.0,-3.0,2015-10-24T12:10:00Z,2016-06-08T12:00:00Z,600.0182754188277,https://erddap.emso.eu/erddap/griddap/OS_ESTOC-PLOCAN_2015-2016_D-FIXO3,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC-PLOCAN_2015-2016_D-FIXO3.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC-PLOCAN_2015-2016_D-FIXO3/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_meteo/OS_ESTOC-PLOCAN_2015-2016_D-FIXO3.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC-PLOCAN_2015-2016_D-FIXO3.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC-PLOCAN_2015-2016_D-FIXO3&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC-PLOCAN_2017_D-FIXO3,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm meteo, OS ESTOC-PLOCAN 2017 D-FIXO3 (OceanSITES ESTOC in-situ data.)",,,,,,,-3.0,-3.0,2017-04-14T14:00:56Z,2017-09-27T14:29:03Z,899.992941397917,https://erddap.emso.eu/erddap/griddap/OS_ESTOC-PLOCAN_2017_D-FIXO3,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC-PLOCAN_2017_D-FIXO3.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC-PLOCAN_2017_D-FIXO3/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_meteo/OS_ESTOC-PLOCAN_2017_D-FIXO3.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC-PLOCAN_2017_D-FIXO3.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC-PLOCAN_2017_D-FIXO3&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC-PLOCAN_2017-2018_D-FIXO3,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm meteo, OS ESTOC-PLOCAN 2017-2018 D-FIXO3 (OceanSITES ESTOC in-situ data.)",,,,,,,-3.0,-3.0,2017-09-26T14:34:03Z,2018-03-03T13:14:59Z,2042.8827305389025,https://erddap.emso.eu/erddap/griddap/OS_ESTOC-PLOCAN_2017-2018_D-FIXO3,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC-PLOCAN_2017-2018_D-FIXO3.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC-PLOCAN_2017-2018_D-FIXO3/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_meteo/OS_ESTOC-PLOCAN_2017-2018_D-FIXO3.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC-PLOCAN_2017-2018_D-FIXO3.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC-PLOCAN_2017-2018_D-FIXO3&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
OS_ESTOC-PLOCAN_2019_D_meteorology-surface,public,Oceanic Platform of the Canary Islands- PLOCAN,grid,TimeSeries,EDDGridFromErddap,"dm meteo, OS ESTOC-PLOCAN 2019 D meteorology-surface (OceanSITES ESTOC in-situ data.)",,,,,,,-3.0,-3.0,2019-02-24T13:14:59Z,2019-12-04T07:59:59Z,899.9668483866215,https://erddap.emso.eu/erddap/griddap/OS_ESTOC-PLOCAN_2019_D_meteorology-surface,,,https://erddap.emso.eu/erddap/griddap/OS_ESTOC-PLOCAN_2019_D_meteorology-surface.graph,,,,,,,https://erddap.emso.eu/erddap/info/OS_ESTOC-PLOCAN_2019_D_meteorology-surface/index,http://data.plocan.eu/thredds/dodsC/estoc/buoy-surface/dm_meteo/OS_ESTOC-PLOCAN_2019_D_meteorology-surface.nc,http://data.plocan.eu/thredds/PLOCAN-Observatory_Data-Policy_v2.pdf,https://erddap.emso.eu/erddap/rss/OS_ESTOC-PLOCAN_2019_D_meteorology-surface.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=OS_ESTOC-PLOCAN_2019_D_meteorology-surface&showErrors=false&email=,,,"OceanSITES ESTOC in-situ data. The European Station forTime-series in the Ocean, Canary Islands (ESTOC) is a sustained and multidisciplinary observatory located at the east central North Atlantic. The ESTOC goal is the creation of an Eulerian long time series on an inter- and multidisciplinary basis in order to monitor and help understand oceanic long-term variability in the North Atlantic subtropical gyre. ESTOC is providing hydrographic and biogeochemical time-series datasets from 1994. Activities include a ship-based observation program (observations of physical, chemical and biological parameters) and one moored structure with meteorological and oceanic surface observations, as well as in the water column."
E2M3A_METEO,public,"National Institute of Oceanography and Applied Geophysics - OGS, Division of Oceanography",table,TimeSeries,EDDTableFromErddap,"E2M3A METEO timeSeries, NRT in situ Observations",18.0824167,18.0824167,,41.5277,41.5277,,5.0,-1185.0,2024-01-01T00:00:00Z,,,,,https://erddap.emso.eu/erddap/tabledap/E2M3A_METEO,https://erddap.emso.eu/erddap/tabledap/E2M3A_METEO.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/E2M3A_METEO_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/E2M3A_METEO_iso19115.xml,https://erddap.emso.eu/erddap/info/E2M3A_METEO/index,(source database),https://nodc.ogs.it,https://erddap.emso.eu/erddap/rss/E2M3A_METEO.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=E2M3A_METEO&showErrors=false&email=,,,"E2M3A METEO timeSeries, NRT in situ Observations"
E2M3A_MRDT,public,"National Institute of Oceanography and Applied Geophysics - OGS, Division of Oceanography",table,TimeSeries,EDDTableFromErddap,"E2M3A MRDT timeSeries, NRT in situ Observations",18.0824167,18.0824167,,41.5277,41.5277,,5.0,-1185.0,2024-01-01T00:00:00Z,,,,,https://erddap.emso.eu/erddap/tabledap/E2M3A_MRDT,https://erddap.emso.eu/erddap/tabledap/E2M3A_MRDT.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/E2M3A_MRDT_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/E2M3A_MRDT_iso19115.xml,https://erddap.emso.eu/erddap/info/E2M3A_MRDT/index,(source database),https://nodc.ogs.it,https://erddap.emso.eu/erddap/rss/E2M3A_MRDT.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=E2M3A_MRDT&showErrors=false&email=,,,"E2M3A MRDT timeSeries, NRT in situ Observations"
E2M3A_PCO2PROA,public,"National Institute of Oceanography and Applied Geophysics - OGS, Division of Oceanography",table,TimeSeries,EDDTableFromErddap,"E2M3A PCO2PROA timeSeries, NRT in situ Observations",18.0824167,18.0824167,,41.5277,41.5277,,5.0,-1185.0,2021-01-01T00:00:00Z,,,,,https://erddap.emso.eu/erddap/tabledap/E2M3A_PCO2PROA,https://erddap.emso.eu/erddap/tabledap/E2M3A_PCO2PROA.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/E2M3A_PCO2PROA_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/E2M3A_PCO2PROA_iso19115.xml,https://erddap.emso.eu/erddap/info/E2M3A_PCO2PROA/index,(source database),https://nodc.ogs.it,https://erddap.emso.eu/erddap/rss/E2M3A_PCO2PROA.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=E2M3A_PCO2PROA&showErrors=false&email=,,,"E2M3A PCO2PROA timeSeries, NRT in situ Observations"
E2M3A_PCO2PROW,public,"National Institute of Oceanography and Applied Geophysics - OGS, Division of Oceanography",table,TimeSeries,EDDTableFromErddap,"E2M3A PCO2PROW timeSeries, NRT in situ Observations",18.0824167,18.0824167,,41.5277,41.5277,,5.0,-1185.0,2021-01-01T00:00:00Z,,,,,https://erddap.emso.eu/erddap/tabledap/E2M3A_PCO2PROW,https://erddap.emso.eu/erddap/tabledap/E2M3A_PCO2PROW.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/E2M3A_PCO2PROW_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/E2M3A_PCO2PROW_iso19115.xml,https://erddap.emso.eu/erddap/info/E2M3A_PCO2PROW/index,(source database),https://nodc.ogs.it,https://erddap.emso.eu/erddap/rss/E2M3A_PCO2PROW.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=E2M3A_PCO2PROW&showErrors=false&email=,,,"E2M3A PCO2PROW timeSeries, NRT in situ Observations"
E2M3A_SAMI,public,"National Institute of Oceanography and Applied Geophysics - OGS, Division of Oceanography",table,TimeSeries,EDDTableFromErddap,"E2M3A SAMI timeSeries, NRT in situ Observations",18.0824167,18.0824167,,41.5277,41.5277,,5.0,-1185.0,2021-01-01T00:00:00Z,,,,,https://erddap.emso.eu/erddap/tabledap/E2M3A_SAMI,https://erddap.emso.eu/erddap/tabledap/E2M3A_SAMI.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/E2M3A_SAMI_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/E2M3A_SAMI_iso19115.xml,https://erddap.emso.eu/erddap/info/E2M3A_SAMI/index,(source database),https://nodc.ogs.it,https://erddap.emso.eu/erddap/rss/E2M3A_SAMI.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=E2M3A_SAMI&showErrors=false&email=,,,"E2M3A SAMI timeSeries, NRT in situ Observations"
E2M3A_SBE16PLS,public,"National Institute of Oceanography and Applied Geophysics - OGS, Division of Oceanography",table,TimeSeries,EDDTableFromErddap,"E2M3A SBE16PLS timeSeries, NRT in situ Observations",18.0824167,18.0824167,,41.5277,41.5277,,5.0,-1185.0,2021-01-01T00:00:00Z,,,,,https://erddap.emso.eu/erddap/tabledap/E2M3A_SBE16PLS,https://erddap.emso.eu/erddap/tabledap/E2M3A_SBE16PLS.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/E2M3A_SBE16PLS_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/E2M3A_SBE16PLS_iso19115.xml,https://erddap.emso.eu/erddap/info/E2M3A_SBE16PLS/index,(source database),https://nodc.ogs.it,https://erddap.emso.eu/erddap/rss/E2M3A_SBE16PLS.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=E2M3A_SBE16PLS&showErrors=false&email=,,,"E2M3A SBE16PLS timeSeries, NRT in situ Observations"
E2M3A_SBE37O,public,"National Institute of Oceanography and Applied Geophysics - OGS, Division of Oceanography",table,TimeSeries,EDDTableFromErddap,"E2M3A SBE37O timeSeries, NRT in situ Observations",18.0824167,18.0824167,,41.5277,41.5277,,5.0,-1185.0,2021-01-01T00:00:00Z,,,,,https://erddap.emso.eu/erddap/tabledap/E2M3A_SBE37O,https://erddap.emso.eu/erddap/tabledap/E2M3A_SBE37O.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/E2M3A_SBE37O_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/E2M3A_SBE37O_iso19115.xml,https://erddap.emso.eu/erddap/info/E2M3A_SBE37O/index,(source database),https://nodc.ogs.it,https://erddap.emso.eu/erddap/rss/E2M3A_SBE37O.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=E2M3A_SBE37O&showErrors=false&email=,,,"E2M3A SBE37O timeSeries, NRT in situ Observations"
E2M3A_CTD_meteo_CO2_pH_NRT,public,"National Institute of Oceanography and Applied Geophysics - OGS, Division of Oceanography",table,TimeSeries,EDDTableFromErddap,"E2M3A timeSeries ALL INSTRUMENTS, NRT in situ Observations",18.0824167,18.0824167,,41.5277,41.5277,,5.0,-1185.0,2021-01-01T00:00:00Z,,,,,https://erddap.emso.eu/erddap/tabledap/E2M3A_CTD_meteo_CO2_pH_NRT,https://erddap.emso.eu/erddap/tabledap/E2M3A_CTD_meteo_CO2_pH_NRT.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/E2M3A_CTD_meteo_CO2_pH_NRT_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/E2M3A_CTD_meteo_CO2_pH_NRT_iso19115.xml,https://erddap.emso.eu/erddap/info/E2M3A_CTD_meteo_CO2_pH_NRT/index,(source database),https://nodc.ogs.it,https://erddap.emso.eu/erddap/rss/E2M3A_CTD_meteo_CO2_pH_NRT.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=E2M3A_CTD_meteo_CO2_pH_NRT&showErrors=false&email=,,,"E2M3A timeSeries ALL INSTRUMENTS, NRT in situ Observations"
E2M3A_2021_2022_TS,public,"National Institute of Oceanography and Applied Geophysics - OGS, Division of Oceanography",table,TimeSeries,EDDTableFromErddap,"E2M3A timeSeries, data collected from 2021 to 2022",18.0824167,18.0824167,,41.5277,41.5277,,5.0,-5.0,2021-01-01T00:00:00Z,2022-11-26T18:02:25Z,,,,https://erddap.emso.eu/erddap/tabledap/E2M3A_2021_2022_TS,https://erddap.emso.eu/erddap/tabledap/E2M3A_2021_2022_TS.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/E2M3A_2021_2022_TS_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/E2M3A_2021_2022_TS_iso19115.xml,https://erddap.emso.eu/erddap/info/E2M3A_2021_2022_TS/index,(source database),https://nodc.ogs.it,https://erddap.emso.eu/erddap/rss/E2M3A_2021_2022_TS.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=E2M3A_2021_2022_TS&showErrors=false&email=,,,"E2M3A timeSeries, data collected from 2021 to 2022"
IBMA-CSV_EGIM_DO_D01_20220531_to_20221006_v002,public,"Portuguese Institute for Sea and Atmosphere(IPMA), Algarve Centre of Marine Sciences (CCMAR)",table,Point,EDDTableFromErddap,"EGIM Aanderaa Oxygen Data at 200m Jun-Oct 2022 in front of Cape St. Vincent, Sagres, PT",-8.927083,-8.927083,,36.84549,36.84549,,,,2022-05-31T23:15:01Z,2022-10-06T14:30:01Z,,,https://erddap.emso.eu/erddap/tabledap/IBMA-CSV_EGIM_DO_D01_20220531_to_20221006_v002.subset,https://erddap.emso.eu/erddap/tabledap/IBMA-CSV_EGIM_DO_D01_20220531_to_20221006_v002,https://erddap.emso.eu/erddap/tabledap/IBMA-CSV_EGIM_DO_D01_20220531_to_20221006_v002.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/IBMA-CSV_EGIM_DO_D01_20220531_to_20221006_v002_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/IBMA-CSV_EGIM_DO_D01_20220531_to_20221006_v002_iso19115.xml,https://erddap.emso.eu/erddap/info/IBMA-CSV_EGIM_DO_D01_20220531_to_20221006_v002/index,(local files),https://www.ipma.pt/,https://erddap.emso.eu/erddap/rss/IBMA-CSV_EGIM_DO_D01_20220531_to_20221006_v002.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=IBMA-CSV_EGIM_DO_D01_20220531_to_20221006_v002&showErrors=false&email=,,,"The dataset contains water column (bottom) parameters acquired through set of sensors mounted on a fixe platform (EGIM): Aanderaa 4831dw (optical dissolved oxygen). Sampling period is:15 minutes. Measured channels: Temperature, Dissolved O2 concentration.Derived channels: Dissolved O2 saturation"
